max_depth,reproduction,mutation_probability,leaf_inner_swap_probability,crossover_probability,succesion,accuracy,min_score,max_score,std_dev
5,truncation_0.8,0.4,0.0,0.4,generational,0.701704433497537,0.4482758620689655,0.9310344827586208,0.10665355650492596
5,truncation_0.8,0.4,0.0,0.4,elite_2,0.8459507389162562,0.5172413793103449,0.9655172413793104,0.08038653537737282
5,truncation_0.8,0.4,0.3,0.0,generational,0.7501674876847291,0.4827586206896552,0.9642857142857144,0.09676565447943496
5,truncation_0.8,0.4,0.3,0.0,elite_2,0.8707783251231527,0.6896551724137931,1.0,0.06806007922475463
5,truncation_0.8,0.4,0.3,0.4,generational,0.7216945812807881,0.4642857142857143,0.9642857142857144,0.10564804265660646
5,truncation_0.8,0.4,0.3,0.4,elite_2,0.8696650246305418,0.5862068965517241,1.0,0.07194209967508157
5,truncation_0.8,0.8,0.0,0.0,generational,0.7228374384236453,0.4827586206896552,0.9642857142857144,0.10883818312643712
5,truncation_0.8,0.8,0.0,0.0,elite_2,0.8413300492610837,0.5172413793103449,1.0,0.08033560613156558
5,truncation_0.8,0.8,0.0,0.4,generational,0.6959310344827585,0.4642857142857143,0.9310344827586208,0.10512384950632397
5,truncation_0.8,0.8,0.0,0.4,elite_2,0.8584532019704433,0.4827586206896552,1.0,0.07979333975766278
5,truncation_0.8,0.8,0.3,0.0,generational,0.7315960591133005,0.4482758620689655,0.9310344827586208,0.10710361460813929
5,truncation_0.8,0.8,0.3,0.0,elite_2,0.8799113300492611,0.6206896551724138,1.0,0.06959430781051848
5,truncation_0.8,0.8,0.3,0.4,generational,0.7246502463054187,0.4482758620689655,0.9310344827586208,0.09831427494135521
5,truncation_0.8,0.8,0.3,0.4,elite_2,0.869192118226601,0.5517241379310345,1.0,0.07032196489417857
5,tournament_2,0.4,0.0,0.0,generational,0.799320197044335,0.4482758620689655,0.9655172413793104,0.11228244109695489
5,tournament_2,0.4,0.0,0.0,elite_2,0.8306699507389161,0.4482758620689655,1.0,0.10557515503548975
5,tournament_2,0.4,0.0,0.4,generational,0.8359704433497537,0.5517241379310345,1.0,0.0963045063220752
5,tournament_2,0.4,0.0,0.4,elite_2,0.8843940886699508,0.6206896551724138,1.0,0.06414646224465859
5,tournament_2,0.4,0.3,0.0,generational,0.8482561576354679,0.5517241379310345,0.9655172413793104,0.07634436042075429
5,tournament_2,0.4,0.3,0.0,elite_2,0.8755665024630542,0.6428571428571429,1.0,0.07177966639524457
5,tournament_2,0.4,0.3,0.4,generational,0.8455172413793103,0.6206896551724138,0.9642857142857144,0.0705530544282884
5,tournament_2,0.4,0.3,0.4,elite_2,0.8824926108374385,0.6785714285714286,0.9655172413793104,0.058556821765587026
5,tournament_2,0.8,0.0,0.0,generational,0.777448275862069,0.4827586206896552,0.9655172413793104,0.09567212116443222
5,tournament_2,0.8,0.0,0.0,elite_2,0.8436354679802957,0.5517241379310345,0.9655172413793104,0.09405556930756839
5,tournament_2,0.8,0.0,0.4,generational,0.820807881773399,0.5357142857142857,0.9655172413793104,0.08646991498792858
5,tournament_2,0.8,0.0,0.4,elite_2,0.8746995073891626,0.6428571428571429,1.0,0.06349927454053567
5,tournament_2,0.8,0.3,0.0,generational,0.8429950738916255,0.6071428571428571,0.9655172413793104,0.0830387364117874
5,tournament_2,0.8,0.3,0.0,elite_2,0.8832216748768473,0.6551724137931034,1.0,0.06379026269729629
5,tournament_2,0.8,0.3,0.4,generational,0.8028177339901478,0.5,0.9655172413793104,0.09338951593096649
5,tournament_2,0.8,0.3,0.4,elite_2,0.8826305418719212,0.5517241379310345,1.0,0.06901147562905864
20,proportional,0.4,0.0,0.0,generational,0.7553891625615763,0.4482758620689655,0.9310344827586208,0.10334058699088494
20,proportional,0.4,0.0,0.0,elite_2,0.8192512315270936,0.4482758620689655,1.0,0.10960525695378698
20,proportional,0.4,0.0,0.4,generational,0.7496650246305419,0.5172413793103449,0.9642857142857144,0.09739912125187891
20,proportional,0.4,0.0,0.4,elite_2,0.8601773399014779,0.6206896551724138,1.0,0.07318417361440278
20,proportional,0.4,0.3,0.0,generational,0.7866305418719212,0.5172413793103449,0.9655172413793104,0.09654161256022065
20,proportional,0.4,0.3,0.0,elite_2,0.8602463054187192,0.4642857142857143,1.0,0.07813564255183099
20,proportional,0.4,0.3,0.4,generational,0.7791133004926108,0.4827586206896552,0.9642857142857144,0.1005405148595201
20,proportional,0.4,0.3,0.4,elite_2,0.8571822660098521,0.5862068965517241,1.0,0.07174362427661861
20,proportional,0.8,0.0,0.0,generational,0.7288275862068966,0.4827586206896552,0.9310344827586208,0.09981470003178539
20,proportional,0.8,0.0,0.0,elite_2,0.8343448275862069,0.4827586206896552,1.0,0.0896507434343637
20,proportional,0.8,0.0,0.4,generational,0.7338817733990147,0.3793103448275862,0.9310344827586208,0.10681232086010677
20,proportional,0.8,0.0,0.4,elite_2,0.8572906403940886,0.4827586206896552,1.0,0.08890119505875275
20,proportional,0.8,0.3,0.0,generational,0.7871724137931033,0.5862068965517241,0.9642857142857144,0.0940763018686306
20,proportional,0.8,0.3,0.0,elite_2,0.8720295566502463,0.6551724137931034,1.0,0.06346403719212561
20,proportional,0.8,0.3,0.4,generational,0.7741379310344827,0.5,0.9642857142857144,0.09502099205197856
20,proportional,0.8,0.3,0.4,elite_2,0.8647389162561576,0.5517241379310345,0.9655172413793104,0.06287575746792336
20,rank_0.05,0.4,0.0,0.0,generational,0.7027684729064039,0.4827586206896552,0.896551724137931,0.098072759377759
20,rank_0.05,0.4,0.0,0.0,elite_2,0.8236748768472907,0.4827586206896552,1.0,0.09068741482754283
20,rank_0.05,0.4,0.0,0.4,generational,0.7031133004926109,0.4482758620689655,0.896551724137931,0.10154001367920916
20,rank_0.05,0.4,0.0,0.4,elite_2,0.844679802955665,0.4482758620689655,1.0,0.07767122585738263
20,rank_0.05,0.4,0.3,0.0,generational,0.6936945812807882,0.4482758620689655,0.9310344827586208,0.10086070835391459
20,rank_0.05,0.4,0.3,0.0,elite_2,0.8532118226600985,0.5517241379310345,1.0,0.07839024159300378
20,rank_0.05,0.4,0.3,0.4,generational,0.6903940886699508,0.4482758620689655,0.9310344827586208,0.09997574519214981
20,rank_0.05,0.4,0.3,0.4,elite_2,0.8475172413793104,0.5517241379310345,1.0,0.08330091383944663
20,rank_0.05,0.8,0.0,0.0,generational,0.6908669950738916,0.4482758620689655,0.896551724137931,0.09727278488139318
20,rank_0.05,0.8,0.0,0.0,elite_2,0.8066896551724138,0.4827586206896552,1.0,0.10972702596597743
20,rank_0.05,0.8,0.0,0.4,generational,0.6901477832512315,0.4482758620689655,0.9642857142857144,0.10797638662237537
20,rank_0.05,0.8,0.0,0.4,elite_2,0.8346699507389163,0.5172413793103449,1.0,0.0862200416755981
20,rank_0.05,0.8,0.3,0.0,generational,0.7136847290640393,0.4827586206896552,0.896551724137931,0.09727688795624266
20,rank_0.05,0.8,0.3,0.0,elite_2,0.8525320197044334,0.5862068965517241,1.0,0.07785372799695305
20,rank_0.05,0.8,0.3,0.4,generational,0.7120886699507389,0.4827586206896552,0.9642857142857144,0.11056028345643004
20,rank_0.05,0.8,0.3,0.4,elite_2,0.8433793103448276,0.6071428571428571,1.0,0.07602350352932014
20,truncation_0.8,0.4,0.0,0.0,generational,0.7399704433497537,0.5172413793103449,0.9285714285714286,0.09936064427506339
20,truncation_0.8,0.4,0.0,0.0,elite_2,0.8260886699507389,0.4827586206896552,1.0,0.09291411577856512
20,truncation_0.8,0.4,0.0,0.4,generational,0.7146502463054187,0.4482758620689655,0.9642857142857144,0.10596848224596582
20,truncation_0.8,0.4,0.0,0.4,elite_2,0.8565320197044335,0.6206896551724138,1.0,0.08107763086809708
20,truncation_0.8,0.4,0.3,0.0,generational,0.7430935960591133,0.4285714285714285,0.9655172413793104,0.10332617384467219
20,truncation_0.8,0.4,0.3,0.0,elite_2,0.8728866995073892,0.6206896551724138,1.0,0.06970283037418881
20,truncation_0.8,0.4,0.3,0.4,generational,0.7397635467980295,0.4827586206896552,0.9642857142857144,0.10455124512560905
20,truncation_0.8,0.4,0.3,0.4,elite_2,0.8604926108374384,0.5862068965517241,1.0,0.08050521662857166
20,truncation_0.8,0.8,0.0,0.0,generational,0.7135960591133005,0.4482758620689655,0.9642857142857144,0.11094700783333397
20,truncation_0.8,0.8,0.0,0.0,elite_2,0.8363448275862069,0.5172413793103449,1.0,0.0849527994032598
20,truncation_0.8,0.8,0.0,0.4,generational,0.7136945812807882,0.3793103448275862,0.9642857142857144,0.10624497058797709
20,truncation_0.8,0.8,0.0,0.4,elite_2,0.8541871921182266,0.5172413793103449,1.0,0.0769740186679551
20,truncation_0.8,0.8,0.3,0.0,generational,0.7387192118226601,0.4827586206896552,0.9655172413793104,0.10245535685373394
20,truncation_0.8,0.8,0.3,0.0,elite_2,0.8599704433497537,0.6206896551724138,0.9655172413793104,0.070054026167721
20,truncation_0.8,0.8,0.3,0.4,generational,0.7132019704433498,0.4482758620689655,0.9285714285714286,0.11199501019961244
20,truncation_0.8,0.8,0.3,0.4,elite_2,0.8653694581280789,0.5862068965517241,1.0,0.07258306199052597
20,tournament_2,0.4,0.0,0.0,generational,0.8005221674876847,0.4482758620689655,0.9655172413793104,0.11219478306591003
20,tournament_2,0.4,0.0,0.0,elite_2,0.8293300492610837,0.4482758620689655,1.0,0.1120988857543603
20,tournament_2,0.4,0.0,0.4,generational,0.8135073891625616,0.4827586206896552,1.0,0.0948006683343253
20,tournament_2,0.4,0.0,0.4,elite_2,0.867871921182266,0.6428571428571429,1.0,0.06476278302716891
20,tournament_2,0.4,0.3,0.0,generational,0.8463054187192118,0.5517241379310345,1.0,0.08302907099575604
20,tournament_2,0.4,0.3,0.0,elite_2,0.8731527093596059,0.6896551724137931,1.0,0.06500937762010948
20,tournament_2,0.4,0.3,0.4,generational,0.8416059113300493,0.5172413793103449,1.0,0.07868521853163153
20,tournament_2,0.4,0.3,0.4,elite_2,0.8608275862068966,0.5862068965517241,0.9655172413793104,0.0715130256298205
20,tournament_2,0.8,0.0,0.0,generational,0.7757832512315271,0.4827586206896552,0.9655172413793104,0.10468456350585015
20,tournament_2,0.8,0.0,0.0,elite_2,0.8446009852216748,0.5517241379310345,1.0,0.088569664715768
20,tournament_2,0.8,0.0,0.4,generational,0.8197142857142857,0.4827586206896552,0.9642857142857144,0.09763586324192576
20,tournament_2,0.8,0.0,0.4,elite_2,0.8655960591133005,0.5862068965517241,1.0,0.06916286518486335
20,tournament_2,0.8,0.3,0.0,generational,0.8416256157635468,0.5172413793103449,1.0,0.0851259383593062
20,tournament_2,0.8,0.3,0.0,elite_2,0.8824729064039408,0.6896551724137931,1.0,0.065247758448244
20,tournament_2,0.8,0.3,0.4,generational,0.8319802955665024,0.6206896551724138,1.0,0.07660980761335957
20,tournament_2,0.8,0.3,0.4,elite_2,0.8720295566502463,0.6551724137931034,1.0,0.061513756517783486
