max_depth,reproduction,mutation_probability,leaf_inner_swap_probabilty,crossover_probability,succesion,accuracy,min_score,max_score,std_dev
5,proportional,0.4,0.0,0.0,generational,0.49398308976093247,0.3962350780532598,0.650137741046832,0.04455351167935773
5,proportional,0.4,0.0,0.0,elite_2,0.5696609811313115,0.4010105649977032,0.7653810835629018,0.07457542155349094
5,proportional,0.4,0.0,0.4,generational,0.5077201682334684,0.3833792470156106,0.7079889807162535,0.05757599151534784
5,proportional,0.4,0.0,0.4,elite_2,0.644113646592454,0.4079007808911346,0.8158861340679523,0.08021082204950541
5,proportional,0.4,0.3,0.0,generational,0.4948916905303926,0.3783287419651056,0.6749311294765841,0.05701509140232014
5,proportional,0.4,0.3,0.0,elite_2,0.6333089343343655,0.3911845730027548,0.7905374368396877,0.0921845072034016
5,proportional,0.4,0.3,0.4,generational,0.501489369833129,0.3930211202938475,0.6293063849333945,0.05240564436229769
5,proportional,0.4,0.3,0.4,elite_2,0.6477182363578154,0.4527089072543618,0.8070739549839229,0.07993138481263266
5,proportional,0.8,0.0,0.0,generational,0.49668083178635647,0.391643709825528,0.6152433425160698,0.04048462934629999
5,proportional,0.8,0.0,0.0,elite_2,0.5904915358116177,0.3907254361799816,0.793752870923289,0.07285565425805537
5,proportional,0.8,0.0,0.4,generational,0.5120542426815446,0.4005512172714745,0.6717171717171717,0.05472490800982255
5,proportional,0.8,0.0,0.4,elite_2,0.657477436071999,0.4481175390266299,0.8168044077134986,0.07745808143283961
5,proportional,0.8,0.3,0.0,generational,0.5157602263922053,0.3888888888888889,0.6605420303169499,0.053208999588272084
5,proportional,0.8,0.3,0.0,elite_2,0.6767370080307817,0.4058769513314967,0.8448117539026629,0.07909443857151673
5,proportional,0.8,0.3,0.4,generational,0.501905084165242,0.3999081726354453,0.6308539944903582,0.0421315392053647
5,proportional,0.8,0.3,0.4,elite_2,0.6661146209664187,0.4848484848484848,0.8172635445362718,0.07788902584410329
5,rank_0.05,0.4,0.0,0.0,generational,0.4632675019287121,0.3650137741046832,0.6467615985300873,0.04663298383342198
5,rank_0.05,0.4,0.0,0.0,elite_2,0.5491046920535374,0.3895268718419843,0.731404958677686,0.07122370026954387
5,rank_0.05,0.4,0.0,0.4,generational,0.4617704248397028,0.398989898989899,0.5550964187327824,0.039279658299521736
5,rank_0.05,0.4,0.0,0.4,elite_2,0.57755069212187,0.4060633899862195,0.8080808080808081,0.085234026334863
5,rank_0.05,0.4,0.3,0.0,generational,0.4587213412784883,0.3613406795224977,0.6046831955922864,0.04440615253198171
5,rank_0.05,0.4,0.3,0.0,elite_2,0.5956761957065961,0.3902662993572084,0.7961432506887053,0.09149460221811041
5,rank_0.05,0.4,0.3,0.4,generational,0.46648182244206793,0.3746556473829201,0.650895728066146,0.04662412818589001
5,rank_0.05,0.4,0.3,0.4,elite_2,0.575544583514183,0.4054178145087236,0.7978870004593477,0.07597201840557248
5,rank_0.05,0.8,0.0,0.0,generational,0.47127888565362985,0.3728191000918273,0.6069788797061524,0.04640902702994589
5,rank_0.05,0.8,0.0,0.0,elite_2,0.5560620866028642,0.3865932047750229,0.7482774460266421,0.07017503738718117
5,rank_0.05,0.8,0.0,0.4,generational,0.46380657284837346,0.3774104683195592,0.5757575757575758,0.04668609533592321
5,rank_0.05,0.8,0.0,0.4,elite_2,0.5774621211066695,0.4072543617998163,0.8272852549379881,0.08333042078679015
5,rank_0.05,0.8,0.3,0.0,generational,0.4659534890391365,0.3787878787878788,0.6637574644005512,0.048179873802588036
5,rank_0.05,0.8,0.3,0.0,elite_2,0.5950076587480855,0.3953168044077135,0.7910927456382002,0.08933375481427669
5,rank_0.05,0.8,0.3,0.4,generational,0.46299151029229946,0.3746556473829201,0.5888837850252642,0.04203420728484768
5,rank_0.05,0.8,0.3,0.4,elite_2,0.5765868599554657,0.3783287419651056,0.7318640955004592,0.07746141788179424
5,truncation_0.8,0.4,0.0,0.0,generational,0.47091637804528774,0.3913642627468994,0.5737253100597152,0.04375524021647826
5,truncation_0.8,0.4,0.0,0.0,elite_2,0.5866531907794696,0.3858520900321543,0.7952249770431589,0.08975067363364775
5,truncation_0.8,0.4,0.0,0.4,generational,0.4670221840908774,0.3677685950413223,0.622875516766192,0.04751694572383643
5,truncation_0.8,0.4,0.0,0.4,elite_2,0.6299304752540649,0.4042259990813045,0.8296602387511478,0.079701022084622
5,truncation_0.8,0.4,0.3,0.0,generational,0.4710360817849856,0.3723599632690542,0.5876951331496786,0.04412450240008398
5,truncation_0.8,0.4,0.3,0.0,elite_2,0.6542301909983874,0.4357208448117539,0.82277318640955,0.08431963630056588
5,truncation_0.8,0.4,0.3,0.4,generational,0.4713938280369148,0.3797061524334251,0.5682131373449701,0.04321447991321894
5,truncation_0.8,0.4,0.3,0.4,elite_2,0.6320815470865164,0.4308681672025723,0.8011937557392103,0.07559518269648217
5,truncation_0.8,0.8,0.0,0.0,generational,0.47450130654690725,0.3865932047750229,0.6322314049586777,0.04697848714288474
5,truncation_0.8,0.8,0.0,0.0,elite_2,0.5753160350319075,0.4269972451790633,0.8415250344510795,0.06728292684341261
5,truncation_0.8,0.8,0.0,0.4,generational,0.47008675302741365,0.3774104683195592,0.639871382636656,0.04529190280122674
5,truncation_0.8,0.8,0.0,0.4,elite_2,0.6238367809721216,0.4180064308681672,0.8328741965105602,0.08503528773649925
5,truncation_0.8,0.8,0.3,0.0,generational,0.47032980491852167,0.3739090491502067,0.6005509641873278,0.04385157522726359
5,truncation_0.8,0.8,0.3,0.0,elite_2,0.6440124534272443,0.4100091827364555,0.8337924701561065,0.07957407481826641
5,truncation_0.8,0.8,0.3,0.4,generational,0.46832832268903596,0.3741965105601469,0.55718879191548,0.04279907827260515
5,truncation_0.8,0.8,0.3,0.4,elite_2,0.6375718027141588,0.3953168044077135,0.8125861276986679,0.08126866431443021
5,tournament_2,0.4,0.0,0.0,generational,0.5428065833935463,0.3778696051423324,0.7428833792470156,0.06773109923167825
5,tournament_2,0.4,0.0,0.0,elite_2,0.5839865258000306,0.3737373737373737,0.78099173553719,0.07999697878851104
5,tournament_2,0.4,0.0,0.4,generational,0.5839639726281058,0.4251606978879706,0.7823691460055097,0.07291918902471711
5,tournament_2,0.4,0.0,0.4,elite_2,0.6837367671790355,0.4862258953168044,0.8438217730822233,0.06862939701421894
5,tournament_2,0.4,0.3,0.0,generational,0.6026940503713377,0.4426078971533517,0.8135904499540864,0.0899742385293512
5,tournament_2,0.4,0.3,0.0,elite_2,0.6834152524535453,0.4090909090909091,0.838768948093707,0.10008800174044985
5,tournament_2,0.4,0.3,0.4,generational,0.5805700332341666,0.3971533516988062,0.7822691777675701,0.08130853192214156
5,tournament_2,0.4,0.3,0.4,elite_2,0.6789436740141213,0.4956361966008268,0.8553719008264463,0.08300593731986118
5,tournament_2,0.8,0.0,0.0,generational,0.5213166466519287,0.3737373737373737,0.6651355075792375,0.05182695836925466
5,tournament_2,0.8,0.0,0.0,elite_2,0.6139600270462592,0.4100091827364555,0.8131313131313131,0.07443005956602587
5,tournament_2,0.8,0.0,0.4,generational,0.5516814547951643,0.4155188246097337,0.7359963269054178,0.061403093748625896
5,tournament_2,0.8,0.0,0.4,elite_2,0.7080571143429957,0.4979329352319706,0.8489439853076217,0.07744010903493098
5,tournament_2,0.8,0.3,0.0,generational,0.5861890816968279,0.4247015610651974,0.7626262626262627,0.070188653633561
5,tournament_2,0.8,0.3,0.0,elite_2,0.7310912085738159,0.4834710743801653,0.8420569329660239,0.07793816573919948
5,tournament_2,0.8,0.3,0.4,generational,0.5394710845035311,0.4210284664830119,0.6937557392102847,0.059445699522999954
5,tournament_2,0.8,0.3,0.4,elite_2,0.7174349972350557,0.4490358126721763,0.8493339457969683,0.0713583443157057
