max_depth,reproduction,mutation_probability,leaf_inner_swap_probabilty,crossover_probability,succesion,accuracy,min_score,max_score,std_dev
20,proportional,0.4,0.0,0.0,generational,0.4944328067917661,0.3962350780532598,0.650137741046832,0.04303751058379281
20,proportional,0.4,0.0,0.0,elite_2,0.5742744182966341,0.4054178145087236,0.7851239669421488,0.07541143875915815
20,proportional,0.4,0.0,0.4,generational,0.5022392952787574,0.3801652892561983,0.6694214876033058,0.06063946638674177
20,proportional,0.4,0.0,0.4,elite_2,0.6594611264859731,0.4207625172255397,0.8617998163452709,0.08572430429817689
20,proportional,0.4,0.3,0.0,generational,0.5043689359456679,0.3943985307621671,0.6637574644005512,0.05525765607856104
20,proportional,0.4,0.3,0.0,elite_2,0.6345693507505843,0.4095500459136822,0.8145087235996327,0.09331087673015152
20,proportional,0.4,0.3,0.4,generational,0.5117572737438274,0.3668503213957759,0.6793752870923289,0.06185654049198574
20,proportional,0.4,0.3,0.4,elite_2,0.6434151242242444,0.4109274563820018,0.8438217730822233,0.0834113043890454
20,proportional,0.8,0.0,0.0,generational,0.4947867500325846,0.3886081763895269,0.622875516766192,0.045114478440202055
20,proportional,0.8,0.0,0.0,elite_2,0.5944142742833184,0.4253559944878273,0.7791551882460973,0.07356922369609911
20,proportional,0.8,0.0,0.4,generational,0.5026582069072569,0.3911845730027548,0.6505968778696052,0.057874068735870914
20,proportional,0.8,0.0,0.4,elite_2,0.6833234773930477,0.467156637574644,0.849862258953168,0.09358043763006729
20,proportional,0.8,0.3,0.0,generational,0.502923881146623,0.4150596877869605,0.6134067952249771,0.046747225062896976
20,proportional,0.8,0.3,0.0,elite_2,0.6827537596704506,0.4839302112029385,0.8213957759412305,0.08252290558894898
20,proportional,0.8,0.3,0.4,generational,0.5030882694232591,0.396694214876033,0.689623507805326,0.06076712948612806
20,proportional,0.8,0.3,0.4,elite_2,0.6863560041893862,0.4315886134067952,0.8278236914600551,0.09065670234214644
20,rank_0.05,0.4,0.0,0.0,generational,0.4625850487165891,0.36455463728191,0.6081763895268718,0.046798693527503606
20,rank_0.05,0.4,0.0,0.0,elite_2,0.5508021021169224,0.3774104683195592,0.7121212121212122,0.06819436449468676
20,rank_0.05,0.4,0.0,0.4,generational,0.4620648207552621,0.3705234159779614,0.5585668350941663,0.03982354134961546
20,rank_0.05,0.4,0.0,0.4,elite_2,0.6151906706434622,0.411386593204775,0.8112080845199816,0.09757151885594445
20,rank_0.05,0.4,0.3,0.0,generational,0.46170152014992705,0.3613406795224977,0.6046831955922864,0.04496671135670523
20,rank_0.05,0.4,0.3,0.0,elite_2,0.5938214280441699,0.376951331496786,0.7919154800183739,0.09139708559489162
20,rank_0.05,0.4,0.3,0.4,generational,0.4724397050219909,0.3705234159779614,0.5890725436179982,0.045518299798451886
20,rank_0.05,0.4,0.3,0.4,elite_2,0.5990360733488473,0.3890675241157556,0.7845659163987139,0.09336401949241947
20,rank_0.05,0.8,0.0,0.0,generational,0.46763095269730753,0.3728191000918273,0.6069788797061524,0.04544017914965229
20,rank_0.05,0.8,0.0,0.0,elite_2,0.5614271212564109,0.3888888888888889,0.7482774460266421,0.07006355584783756
20,rank_0.05,0.8,0.0,0.4,generational,0.4579447491999378,0.3806244260789715,0.5953146531924667,0.04855971376796209
20,rank_0.05,0.8,0.0,0.4,elite_2,0.6056888237619018,0.4072543617998163,0.8108356290174472,0.10117910697212748
20,rank_0.05,0.8,0.3,0.0,generational,0.4652486564395362,0.3778696051423324,0.6637574644005512,0.048779375281844
20,rank_0.05,0.8,0.3,0.0,elite_2,0.6253761669815455,0.4474046853468075,0.8153422140560405,0.08290373065256024
20,rank_0.05,0.8,0.3,0.4,generational,0.46276377842820404,0.3746556473829201,0.5939366100137804,0.043167431146284074
20,rank_0.05,0.8,0.3,0.4,elite_2,0.5908830721715843,0.4008264462809917,0.7900780891134589,0.09541645396282204
20,truncation_0.8,0.4,0.0,0.0,generational,0.4702952572452718,0.391643709825528,0.5590261828203951,0.041936246692377985
20,truncation_0.8,0.4,0.0,0.0,elite_2,0.5858759119992678,0.3858520900321543,0.7952249770431589,0.08253471178646285
20,truncation_0.8,0.4,0.0,0.4,generational,0.47276757722124574,0.3899862195682131,0.6637574644005512,0.042888167465122
20,truncation_0.8,0.4,0.0,0.4,elite_2,0.6692246590007478,0.4426078971533517,0.8350941662838769,0.08488701972359736
20,truncation_0.8,0.4,0.3,0.0,generational,0.47957648561448624,0.3835553514010105,0.6146072576940744,0.0497800688443836
20,truncation_0.8,0.4,0.3,0.0,elite_2,0.6535512354091716,0.45821854912764,0.8277446026642168,0.08674800026709077
20,truncation_0.8,0.4,0.3,0.4,generational,0.4693721159479709,0.3833792470156106,0.5930179145613229,0.04524370130248026
20,truncation_0.8,0.4,0.3,0.4,elite_2,0.659082944532813,0.3999081726354453,0.8272852549379881,0.08522399193378762
20,truncation_0.8,0.8,0.0,0.0,generational,0.473660147640855,0.3865932047750229,0.6322314049586777,0.04518216223231207
20,truncation_0.8,0.8,0.0,0.0,elite_2,0.5784291471950052,0.4269972451790633,0.8415250344510795,0.06875429014643404
20,truncation_0.8,0.8,0.0,0.4,generational,0.47603924828946753,0.3888888888888889,0.657483930211203,0.047087750392853144
20,truncation_0.8,0.8,0.0,0.4,elite_2,0.6592064884026299,0.4570509875976113,0.8415977961432507,0.09599625910404588
20,truncation_0.8,0.8,0.3,0.0,generational,0.4732399419087522,0.3875114784205693,0.59366391184573,0.03974293873643765
20,truncation_0.8,0.8,0.3,0.0,elite_2,0.6479816598355037,0.4405144694533762,0.838768948093707,0.09187684781265608
20,truncation_0.8,0.8,0.3,0.4,generational,0.4686566436908442,0.3746556473829201,0.5888837850252642,0.04171213931220611
20,truncation_0.8,0.8,0.3,0.4,elite_2,0.6828011893267666,0.4095500459136822,0.8526170798898072,0.087934445067342
20,tournament_2,0.4,0.0,0.0,generational,0.5540130836067696,0.3778696051423324,0.7280661460725769,0.07377596695616848
20,tournament_2,0.4,0.0,0.0,elite_2,0.590463637502515,0.3737373737373737,0.8034894398530762,0.08870843036445253
20,tournament_2,0.4,0.0,0.4,generational,0.5802293026730326,0.4155188246097337,0.7914561322921452,0.09304654148549693
20,tournament_2,0.4,0.0,0.4,elite_2,0.6595768129366492,0.4225999081304547,0.8314193844740468,0.09215748185233268
20,tournament_2,0.4,0.3,0.0,generational,0.5998522140433862,0.3867707854846118,0.8240698208543867,0.09692186102737682
20,tournament_2,0.4,0.3,0.0,elite_2,0.6851228651824968,0.4228650137741047,0.8401469912723932,0.0958929361685552
20,tournament_2,0.4,0.3,0.4,generational,0.5711698789371984,0.380799265043638,0.8107487367937529,0.09152106342305164
20,tournament_2,0.4,0.3,0.4,elite_2,0.6580473123939946,0.4127640036730945,0.8273645546372819,0.09323073674426062
20,tournament_2,0.8,0.0,0.0,generational,0.5149334831591481,0.3737373737373737,0.662534435261708,0.046433609574531604
20,tournament_2,0.8,0.0,0.0,elite_2,0.6141210813610697,0.4035812672176309,0.8259072117593018,0.07910059126237381
20,tournament_2,0.8,0.0,0.4,generational,0.588821664677847,0.4104683195592286,0.8158015617822691,0.10636596666589182
20,tournament_2,0.8,0.0,0.4,elite_2,0.7172932194960842,0.4414331649058337,0.8520900321543409,0.09309494456994824
20,tournament_2,0.8,0.3,0.0,generational,0.5771416794579612,0.4225999081304547,0.7781350482315113,0.0830133315655189
20,tournament_2,0.8,0.3,0.0,elite_2,0.7287268357353127,0.4607257694074414,0.8627180899908172,0.07985729038128156
20,tournament_2,0.8,0.3,0.4,generational,0.5688635399807572,0.3930211202938475,0.8033991731740928,0.09182910339954728
20,tournament_2,0.8,0.3,0.4,elite_2,0.7234795594479897,0.5199816260909509,0.8727606798346348,0.08672976021877216
