max_depth,reproduction,mutation_probability,leaf_inner_swap_probability,crossover_probability,succesion,accuracy,min_score,max_score,std_dev
5,proportional,0.4,0.0,0.0,generational,0.4603159663865546,0.2941176470588235,0.7352941176470589,0.07467567701931498
5,proportional,0.4,0.0,0.0,elite_2,0.5018890756302521,0.3235294117647059,0.7058823529411765,0.08267378045063277
5,proportional,0.4,0.0,0.4,generational,0.4683294117647058,0.2941176470588235,0.6764705882352942,0.08675423901969222
5,proportional,0.4,0.0,0.4,elite_2,0.5412235294117648,0.3235294117647059,0.8823529411764706,0.10196296714861404
5,proportional,0.4,0.3,0.0,generational,0.4725310924369747,0.2941176470588235,0.6764705882352942,0.08904924858791971
5,proportional,0.4,0.3,0.0,elite_2,0.5139697478991596,0.2647058823529412,0.7941176470588235,0.10467551480724056
5,proportional,0.4,0.3,0.4,generational,0.46550588235294116,0.2941176470588235,0.6764705882352942,0.08016202433050075
5,proportional,0.4,0.3,0.4,elite_2,0.5219831932773109,0.3235294117647059,0.7647058823529411,0.09397391534400251
5,proportional,0.8,0.0,0.0,generational,0.4656201680672269,0.2941176470588235,0.6470588235294118,0.06644400614608968
5,proportional,0.8,0.0,0.0,elite_2,0.5189714285714285,0.3235294117647059,0.7647058823529411,0.09539222731492963
5,proportional,0.8,0.0,0.4,generational,0.45467563025210084,0.3235294117647059,0.6470588235294118,0.07341223238526134
5,proportional,0.8,0.0,0.4,elite_2,0.5432806722689075,0.2941176470588235,0.7941176470588235,0.09258229440695669
5,proportional,0.8,0.3,0.0,generational,0.47015126050420164,0.3235294117647059,0.6470588235294118,0.06864910968373722
5,proportional,0.8,0.3,0.0,elite_2,0.5310857142857143,0.3235294117647059,0.8235294117647058,0.09200647034188825
5,proportional,0.8,0.3,0.4,generational,0.4704134453781512,0.3428571428571428,0.6176470588235294,0.06716665911165057
5,proportional,0.8,0.3,0.4,elite_2,0.5300302521008403,0.2941176470588235,0.7941176470588235,0.10138874236157681
5,rank_0.05,0.4,0.0,0.0,generational,0.45302857142857145,0.2352941176470588,0.7058823529411765,0.08295195866905083
5,rank_0.05,0.4,0.0,0.0,elite_2,0.5112201680672269,0.2941176470588235,0.7941176470588235,0.09720532621166217
5,rank_0.05,0.4,0.0,0.4,generational,0.4615394957983193,0.2352941176470588,0.7058823529411765,0.08331702710606531
